society,price,facing,agePossession,nearbyLocations,rating,property_type,area,area_sqft,rate_per_sqft,floor_number,total_floors,bedroom_num,bathroom_num,balcony_num,feature_count,furnish_count,is_high_value
Pooja Apartment,25.0,East,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'Ram Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Kalyan Hospital Gurgaon', 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Dr. Sindhu Clinic', 'Bhardwaj Hospital', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'GH Gurgaon', 'Jeevan Jyoti Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Gurgaon Eye Centre', 'Children Hospital', 'Dr. Tomar Clinic', 'Dr. Agya Ram Sharma Clinic', 'Sheetla Clinic', 'Prateek Nursing Home And Polyclinic', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Kishor Clinic', 'Sparsh Hospital Gurgaon', 'Kr Dental Hub', 'Bhatnagar Maternity and Nursing Home', 'Axis bank', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Big Cinemas', ""McDonald's"", 'Pizza Hut', 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",flat,,699.9829199999999,3571.0,4.0,,2.0,2.0,2.0,0,0,0
Signature Global Park4.0 ★,95.0,,1 to 5 Year Old,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",flat,,756.6,7846.0,4.0,,3.0,2.0,3.0,0,0,0
DLF New Town Heights 13.9 ★,199.0,East,1 to 5 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",flat,,2727.0593999999996,7297.0,29.0,,4.0,4.0,3.0,0,0,1
Paras Dews,105.0,West,0 to 1 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']",,flat,,1385.0038799999998,7581.0,8.0,,2.0,2.0,2.0,0,0,0
Godrej Air,183.0,,Mar-24,"['Sapphire 83 Mall', 'Sector 86 Road', 'Dwarka Expy', 'Euro International School', 'Sushant University', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",flat,,1829.0188799999999,10005.0,32.0,,3.0,3.0,3.0,0,0,1
DLF The Primus3.9 ★,225.0,East,1 to 5 Year Old,"['Sapphire 83', 'NH 48', 'Cambridge Montessori', 'Miracles Apollo Hospital', 'IGI Airport', 'Garhi Harsaru Junction', 'Hyatt Regency']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4.5 out of 5', 'Construction4.5 out of 5', 'Connectivity4 out of 5']",flat,,2100.0564,10714.0,31.0,,3.0,3.0,3.0,0,0,1
Emaar MGF Emerald Floors Premier3.8 ★,280.0,,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","['Green Area4.5 out of 5', 'Amenities4.5 out of 5', 'Management4.5 out of 5', 'Construction5 out of 5', 'Connectivity4 out of 5']",flat,,1650.0135599999999,16969.0,5.0,,3.0,3.0,3.0,0,0,1
DLF Regency Park 13.6 ★,160.0,North,1 to 5 Year Old,"['Sector 42-43 metro station', 'Dlf phase 1 metro station', 'Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'Marwah Clinic', 'Paras Hospital Gurgaon', 'Sitaram Bhartia', 'Gupta', 'Max Hospital', 'The Dental Lounge', 'Dr. Kutbuddin Akbary', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Axis bank', 'Icici bank', 'Hdfc bank', 'The Chicken Boat', 'Balaji Vegetarian Paradise', 'Nowhere Brewpub and cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'Naveidyam', 'Sagar Ratna', 'Shophouse by Kylin', 'PWO house', 'Cafe Tonini', ""Carl's Jr."", 'Starbucks', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management5 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",flat,,1099.97316,14545.0,26.0,,2.0,2.0,2.0,0,0,1
Supertech Araville,83.0,North-East,0 to 1 Year Old,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's""]","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5']",flat,,1529.9949599999998,5424.0,18.0,,2.0,2.0,3.0,0,0,0
Signature Global Park4.0 ★,83.0,,0 to 1 Year Old,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",flat,,1119.9941999999999,7410.0,4.0,,3.0,2.0,2.0,0,0,0
Maxworth City Residences,80.0,,0 to 1 Year Old,"['Rajiv Chowk Mosque', 'Gautam Hospital', 'Sai Dental Clinic', 'Harshila Dental Clinic', 'Clove Dental', 'Sunrise Hospital Gurgaon', 'Nutan Dental Hospital', 'Yadav Hospital Gurgoan', 'Shri Ram Dental Clinic', 'Dental Xpert Dental Clinic', 'Bhanu Dental Care', 'The Muskan Dental Clinic', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Parmar Dental Clinic & Lab', 'Ayushman Hospital And Trauma Centre', 'Rachna Dental Clinic', 'Vaishnavi Nursing Home', 'Mangalam Hospital and Heart Centre Gurgaon', 'Ankur Clinic and Maternity Home', 'Rajendra Hospital', 'Navjeevan Hospital and Maternity Centre', 'Kathuria Hospital', 'Kamla Hospital Gurgaon', 'Parashar Hospital', 'Shiv Mahima Patient Care Bureau', 'Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Vinayak Hospital Gurgaon', 'Smile Plus Dental Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Shubham Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Airforce Hospital', 'Rama Hospital & Nursing Home', 'Satyam Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Shri Multispeciality Hospital', 'Thakral Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Chiranjiv Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Boxer Fuel Point', 'IBP Petrol Station', 'Indian Oil', 'Kendriya Vidyalaya No.2 Sohna Road']","['Environment4 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",flat,,1250.0233199999998,6400.0,12.0,,2.0,3.0,2.0,0,0,0
Deepak Minda,125.0,,5 to 10 Year Old,"['Pooja Clinic', 'Dr. Sahil Clinic', 'Prakash Hospital', 'Shri Rade Clinic', 'Yadav Dental & Eye Care', 'Dental Hospital', 'Petrol pump Maitri motors', 'Petrol Pump', ""McDonald's"", ""McDonald's"", 'Rao Dhaba']",,flat,,2651.0655599999996,4715.0,10.0,,4.0,4.0,3.0,0,0,0
Shree Shyam residency,23.0,South,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Shree Krishna Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Esic Hospital Gurugram', 'Dr. Hitesh Dawar', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sneh Hospital Gurgaon', 'Sarvodya Hospital', 'Pearl Dental Clinic', 'Taneja Hospital', 'Bhardwaj Hospital', 'Gurgaon Eye Centre', 'Dr. Sindhu Clinic', 'Aryan Hospital', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Geeta Nursing Home Gurgaon', 'R K Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Yashroop Medical Centre', 'Dr. Madan Clinic', ""Dr. Anurag's Child Care Clinic"", 'Chiranjiv Hospital', 'Ravi Clinic and Health Care Centre', 'Sparsh Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'Swastik Maternity and Medical Centre', 'Bhatnagar Maternity and Nursing Home', 'Chirag Hospital Pvt. Ltd', 'Shri Multispeciality Hospital', 'Satyam Hospital Gurgaon', 'Bindal Clinic', 'Ankur Clinic and Maternity Home', 'M.S Hospital', 'Shiv Mahima Patient Care Bureau', 'My Care Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Basai dhankot railway station']",,flat,,460.05336,5000.0,4.0,,1.0,1.0,1.0,0,0,0
Pivotal Devaan,30.0,,0 to 1 Year Old,"['Dwarka Expressway', 'RPS International School', 'Shree Shyam Public School', 'The Millenium School', 'GD Goenka Public School', 'Genesis Hospital', 'Yashlok Medical Centre', 'Sarup Multispeciality Hospital', 'IGI Airport', 'State Bank of India', 'Holiday Inn', 'Hyatt Regency', 'Footprints', 'Saheed Bhagat Singh Sports Academy', 'Bharat Petroleum']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",flat,,450.04284,6666.0,14.0,,1.0,1.0,1.0,0,0,0
Unitech The Residences3.7 ★,155.0,South,1 to 5 Year Old,"['Huda Metro Station', 'Raheja Mall', 'Delhi Gurgaon Expressway', 'Yaduvanshi Shiksha Niketan', 'Sushant University', 'Medanta The Medicity', 'Indira Gandhi International Airport', 'Sohna Road', 'Orchid Business Park', 'The Westin Gurgaon', 'Appu Ghar', 'Tau DeviLal Sports Complex', 'SkyJumper Trampoline Park']","['Green Area5 out of 5', 'Amenities3 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4.5 out of 5']",flat,,1570.0370400000002,9872.0,11.0,,3.0,4.0,1.0,0,0,1
CHD Avenue 713.6 ★,79.0,South-East,1 to 5 Year Old,"['Huda City Centre', 'Apna Mart', 'Rajiv Chowk', 'Sohna Road', 'IFFCO Chowk', 'Medanta Hospital', 'Max Hospital, Gurugram', 'IGI Airport', 'HDFC Bank', 'Candor Park', 'Marriott Courtyard', 'Radisson Suites', 'Park Plaza', 'Flipkart Warehouse', 'Sadar Police Station']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management2 out of 5', 'Construction3 out of 5', 'Connectivity3 out of 5']",flat,,1198.0331999999999,6594.0,14.0,,2.0,2.0,2.0,0,0,0
"Gokuldham Society, Bahadurgarh",50.0,,5 to 10 Year Old,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']",,flat,,750.0,5555.0,2.0,,2.0,2.0,2.0,0,0,0
Silverglades The Melia,101.0,,Mar-24,"['Global City Centre Mall', 'Sohna Road', 'Western Peripheral Expressway', 'Shambhu Dayal High School', 'GD Goenka University', 'Vardaan Hospital and Trauma Centre', 'Sohna Bus Stand', 'Ascendas OneHub Gurgaon']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",flat,,950.0,7000.0,12.0,,2.0,2.0,3.0,0,0,0
Sare Crescent Parc Royal Greens Phase 1,95.0,,5 to 10 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump', 'Indian Oil']","['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",flat,,1897.04736,5007.0,14.0,,4.0,5.0,3.0,0,0,0
Umang Winter Hills3.9 ★,99.0,North,1 to 5 Year Old,"['Entertainland Mall', 'Delhi Jaipur Expressway', 'Jhankar Senior Secondary School', 'Singhania University, Manesar', 'Miracles Apollo Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Eros Corporate Park', 'Hyatt Regency Gurgaon', 'Aravalli Hills']","['Green Area5 out of 5', 'Amenities4.5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity4.5 out of 5']",flat,,1000.0,7857.0,18.0,,2.0,2.0,2.0,0,0,0
Ramprastha Skyz,110.00000000000001,East,Jan-24,"['Shri Balaji Hospital and Trauma Center', 'Kamla Hospital Gurgaon', 'Shri Multispeciality Hospital', 'Boxer Fuel Point', 'Basai dhankot railway station']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",flat,,1725.0386399999998,6376.0,19.0,,3.0,3.0,3.0,0,0,0
4S Aradhya Homes,190.0,,0 to 1 Year Old,"['Airia Mall', 'Sohna Road', 'Southern Peripheral Road', 'Golf Course Ext Road', 'Vega Schools Sector 48', 'KIIT College of Engineering', 'Cloudnine Hospital Sector 47', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'De Adventure Park', 'PVR Drive In Theatre']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",flat,,2200.0539599999997,8863.0,4.0,,4.0,4.0,3.0,0,0,1
ILD Greens4.1 ★,100.0,North,Under Construction,"['The Esplanade Mall', 'Gurgaon Road', 'Delhi Jaipur Expressway', 'Green Field Public School', 'Sunrise University', 'K.D. Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'infinity Business Park']","['Green Area5 out of 5', 'Amenities4.5 out of 5', 'Management4.5 out of 5', 'Construction5 out of 5', 'Connectivity4.5 out of 5']",flat,,1874.9811599999998,4320.0,20.0,,3.0,3.0,3.0,0,0,0
BPTP Freedom Park Life4.0 ★,250.0,,5 to 10 Year Old,"['Presidium School Gurgoan', 'Manav Rachna School', 'Windsor International School', 'Dreamz Cafe', 'Biryani Shah']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management5 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",flat,,2249.99892,11111.0,15.0,,3.0,3.0,3.0,0,0,1
Godrej Habitat,110.00000000000001,,By 2023,"['Huda City Centre Metro Station', 'Star Mall', 'Dwarka Expressway', 'National Highway 8', 'Gems International School', 'ICFAI University', 'Sneh Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites by Radisson', 'Appu Ghar Water Park', 'HUDA Mini Golf Course']","['Environment4.5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5']",flat,,1056.59424,10410.0,17.0,,2.0,2.0,2.0,0,0,0
Ramsons Kshitij3.7 ★,29.0,,1 to 5 Year Old,"['Bangali Clinic', 'Yadav Clinic', 'Dr. J. S. Sarkar Clinic']","['Green Area4 out of 5', 'Amenities4 out of 5', 'Management3.5 out of 5', 'Construction4 out of 5', 'Connectivity5 out of 5']",flat,,560.05092,5178.0,14.0,,2.0,2.0,2.0,0,0,0
Sidhartha NCR One,55.0,North-East,undefined,,"['Environment4 out of 5', 'Safety4.5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5']",flat,,950.0,5556.0,20.0,,2.0,2.0,3.0,0,0,0
Raheja Sampada,65.0,North-East,1 to 5 Year Old,"['Sapphire 93', 'JMS crosswalk', 'Reliance Smart', 'Dwarka expressway', 'NH8', 'Yaduvanshi Shiksha Niketan', 'Gurukul Preschool', 'New Shiv Mandir', 'Aarvy Healthcare', 'Arc Multi Speciality hospital', 'YES Bank', 'Badha More', 'Heritage Village Resort', 'Helipad']","['Environment5 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",flat,,1370.04192,4744.0,14.0,,3.0,2.0,3.0,0,0,0
Signature The Serenas,50.0,,0 to 1 Year Old,"['Signature Global Infinity Mall', 'Sohna Road', 'G D Goenka World\xa0School', 'GD Goenka University, Gurugram', 'Vardaan Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites By Radisson']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",flat,,531.5263199999999,9406.0,14.0,,2.0,2.0,2.0,0,0,0
Pareena Laxmi Apartments3.6 ★,31.75,,0 to 1 Year Old,"['Dwarka Expy', 'Govt. Sr. Sec. School', 'Excellere World School', 'Shani Mandir', 'PHC Garhi Harsaru', 'Alfaa Health Care Hospital', 'Corporation Bank', 'Axis Bank', 'KFG Sports Club', 'Basai Dhankot Railway Station', 'Grofers India Pvt. Ltd.', 'Rangmanch Farms', 'MCC Cricket Stadium', 'Indian Oil Petrol Pump', 'NSK Sports Academy']","['Green Area4.5 out of 5', 'Amenities3.5 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity3 out of 5']",flat,,570.17,5521.0,12.0,,2.0,2.0,1.0,0,0,0
Satya The Hermitage3.5 ★,93.0,East,1 to 5 Year Old,"['Metro Hospital, Palam Vihar', 'Huda Metro Station', 'Gurgaon Dreamz Mall', 'HUDA Market, Sector 14', 'Dwarka Expressway', 'Delhi Jaipur Expressway', 'Hero Honda Chowk', 'S N International School', 'The NorthCap University', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'infinity Business Park', 'InfinityS Badminton Academy', 'F9 Go Karting Gurgaon', 'SkyJumper Trampoline Park Gurgaon']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity3 out of 5']",flat,,1452.0636,6404.0,11.0,,2.0,3.0,3.0,0,0,0
Smart World Gems,120.0,North-East,Within 6 months,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",flat,,1423.0007999999998,8432.0,4.0,,3.0,3.0,2.0,0,0,0
GLS Arawali Homes3.8 ★,30.0,,1 to 5 Year Old,"['Huda City Centre', 'Golf Course Road', 'Delhi-Mumbai Expressway', 'KMP Expressway', 'Rajiv Chowk', 'IGI Airport']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",flat,,640.02744,4687.0,13.0,,2.0,2.0,2.0,0,0,0
Signature Global Park4.0 ★,56.0,South,0 to 1 Year Old,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",flat,,822.04668,6812.0,4.0,,2.0,2.0,3.0,0,0,0
Bestech Park View City 23.9 ★,270.0,,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Raheja Mall', 'Hong Kong Bazaar', 'Sohna Road', 'Delhi Jaipur Expressway', 'DAV Public School', 'Gurugram University', 'W Pratiksha Hospital', 'Indira Gandhi International Airport', 'Bestech Business Tower', 'Radisson Hotel Gurugram Sohna Road', 'HUDA Mini Golf Course', 'SkyJumper Trampoline Park Gurgaon', 'SCC Drive-In Cinema', 'Duke Horse Riding Club']","['Green Area5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",flat,,2159.04312,12505.0,14.0,,3.0,4.0,3.0,0,0,1
Shree Vardhman Flora3.8 ★,100.0,North-East,0 to 1 Year Old,"['IRIS Broadway Mall', 'Dwarka Expressway', 'Saraswati Model School', 'SGT University', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Orchid Business Park', 'Holiday Inn Gurugram Sector 90', 'Flying Wings Badminton Academy']","['Green Area5 out of 5', 'Amenities5 out of 5', 'Management4 out of 5', 'Construction5 out of 5', 'Connectivity5 out of 5']",flat,,1950.00624,5128.0,13.0,,3.0,4.0,3.0,0,0,0
AFNHB Jalvayu Vihar3.7 ★,145.0,North,10+ Year Old,"['Icici bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Shivam Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Kalyani Hospital Gurgaon', 'Centre For Sight Gurgaon Sector 29', 'Dayal Eye & Maternity Centre', 'Nagpal Nursing Home Gurgaon', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Hdfc bank', 'State bank of india sbi', 'Standard chartered bank', 'Cafe Coffee Day', '32nd Milestone', 'Bar and restaurant', 'Fast Food', 'Fast food', 'Om Sweets', 'Dhabba', 'Darbar', 'Spaghetti Kitchen & Bar', 'Pizza Hut', 'Tocpao', ""Hops 'N' Brew"", 'Ardor 29', ""Domino's Pizza"", 'ADDA', ""McDonald's"", 'Gung the palace Korean restaurant', 'Zura', 'Walking Street', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', 'Beer & Whisky Bar', 'Swagath', 'Salvan Public School', 'Management Development Institute', 'CR Model Public School']","['Green Area4.5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4.5 out of 5']",flat,,1090.0,11153.0,4.0,,3.0,2.0,2.0,0,0,0
